emotion,filename
Disgusted,2724.wav
Fearful,2725.wav
Sad,2726.wav
Happy,2727.wav
Fearful,2728.wav
Fearful,2729.wav
Fearful,2730.wav
Fearful,2731.wav
Fearful,2732.wav
Disgusted,2733.wav
Disgusted,2734.wav
Neutral,2735.wav
Disgusted,2736.wav
Happy,2737.wav
Angry,2738.wav
Disgusted,2739.wav
Neutral,2740.wav
Disgusted,2741.wav
Sad,2742.wav
Angry,2743.wav
Sad,2744.wav
Sad,2745.wav
Angry,2746.wav
Fearful,2747.wav
Neutral,2748.wav
Disgusted,2749.wav
Sad,2750.wav
Happy,2751.wav
Neutral,2752.wav
Sad,2753.wav
Neutral,2754.wav
Sad,2755.wav
Sad,2756.wav
Fearful,2757.wav
Happy,2758.wav
Sad,2759.wav
Fearful,2760.wav
Neutral,2761.wav
Sad,2762.wav
Disgusted,2763.wav
Neutral,2764.wav
Fearful,2765.wav
Disgusted,2766.wav
Disgusted,2767.wav
Sad,2768.wav
Disgusted,2769.wav
Angry,2770.wav
Happy,2771.wav
Disgusted,2772.wav
Disgusted,2773.wav
Fearful,2774.wav
Sad,2775.wav
Angry,2776.wav
Angry,2777.wav
Sad,2778.wav
Disgusted,2779.wav
Suprised,2780.wav
Neutral,2781.wav
Disgusted,2782.wav
Sad,2783.wav
Neutral,2784.wav
Happy,2785.wav
Happy,2786.wav
Disgusted,2787.wav
Suprised,2788.wav
Neutral,2789.wav
Fearful,2790.wav
Happy,2791.wav
Sad,2792.wav
Angry,2793.wav
Neutral,2794.wav
Angry,2795.wav
Fearful,2796.wav
Suprised,2797.wav
Neutral,2798.wav
Sad,2799.wav
Suprised,2800.wav
Suprised,2801.wav
Angry,2802.wav
Happy,2803.wav
Happy,2804.wav
Suprised,2805.wav
Sad,2806.wav
Angry,2807.wav
Angry,2808.wav
Disgusted,2809.wav
Sad,2810.wav
Suprised,2811.wav
Angry,2812.wav
Disgusted,2813.wav
Happy,2814.wav
Angry,2815.wav
Angry,2816.wav
Happy,2817.wav
Disgusted,2818.wav
Sad,2819.wav
Neutral,2820.wav
Fearful,2821.wav
Sad,2822.wav
Fearful,2823.wav
Disgusted,2824.wav
Sad,2825.wav
Disgusted,2826.wav
Neutral,2827.wav
Sad,2828.wav
Fearful,2829.wav
Happy,2830.wav
Angry,2831.wav
Fearful,2832.wav
Neutral,2833.wav
Neutral,2834.wav
Angry,2835.wav
Disgusted,2836.wav
Angry,2837.wav
Fearful,2838.wav
Happy,2839.wav
Happy,2840.wav
Angry,2841.wav
Disgusted,2842.wav
Sad,2843.wav
Happy,2844.wav
Sad,2845.wav
Suprised,2846.wav
Fearful,2847.wav
Sad,2848.wav
Fearful,2849.wav
Happy,2850.wav
Sad,2851.wav
Happy,2852.wav
Neutral,2853.wav
Neutral,2854.wav
Angry,2855.wav
Disgusted,2856.wav
Angry,2857.wav
Happy,2858.wav
Angry,2859.wav
Neutral,2860.wav
Disgusted,2861.wav
Fearful,2862.wav
Sad,2863.wav
Neutral,2864.wav
Angry,2865.wav
Disgusted,2866.wav
Neutral,2867.wav
Fearful,2868.wav
Neutral,2869.wav
Neutral,2870.wav
Happy,2871.wav
Disgusted,2872.wav
Neutral,2873.wav
Neutral,2874.wav
Fearful,2875.wav
Fearful,2876.wav
Sad,2877.wav
Happy,2878.wav
Neutral,2879.wav
Happy,2880.wav
Neutral,2881.wav
Fearful,2882.wav
Angry,2883.wav
Sad,2884.wav
Disgusted,2885.wav
Angry,2886.wav
Neutral,2887.wav
Sad,2888.wav
Fearful,2889.wav
Sad,2890.wav
Happy,2891.wav
Sad,2892.wav
Happy,2893.wav
Angry,2894.wav
Angry,2895.wav
Happy,2896.wav
Happy,2897.wav
Angry,2898.wav
Suprised,2899.wav
Fearful,2900.wav
Happy,2901.wav
Happy,2902.wav
Disgusted,2903.wav
Happy,2904.wav
Sad,2905.wav
Happy,2906.wav
Fearful,2907.wav
Disgusted,2908.wav
Happy,2909.wav
Angry,2910.wav
Sad,2911.wav
Happy,2912.wav
Happy,2913.wav
Disgusted,2914.wav
Suprised,2915.wav
Fearful,2916.wav
Fearful,2917.wav
Sad,2918.wav
Fearful,2919.wav
Happy,2920.wav
Neutral,2921.wav
Angry,2922.wav
Happy,2923.wav
Sad,2924.wav
Fearful,2925.wav
Angry,2926.wav
Happy,2927.wav
Angry,2928.wav
Suprised,2929.wav
Fearful,2930.wav
Happy,2931.wav
Neutral,2932.wav
Neutral,2933.wav
Angry,2934.wav
Angry,2935.wav
Disgusted,2936.wav
Suprised,2937.wav
Angry,2938.wav
Sad,2939.wav
Happy,2940.wav
Fearful,2941.wav
Neutral,2942.wav
Neutral,2943.wav
Sad,2944.wav
Fearful,2945.wav
Angry,2946.wav
Suprised,2947.wav
Fearful,2948.wav
Happy,2949.wav
Angry,2950.wav
Fearful,2951.wav
Fearful,2952.wav
Neutral,2953.wav
Disgusted,2954.wav
Happy,2955.wav
Fearful,2956.wav
Neutral,2957.wav
Neutral,2958.wav
Neutral,2959.wav
Sad,2960.wav
Neutral,2961.wav
Happy,2962.wav
Angry,2963.wav
Disgusted,2964.wav
Sad,2965.wav
Sad,2966.wav
Neutral,2967.wav
Angry,2968.wav
Neutral,2969.wav
Angry,2970.wav
Happy,2971.wav
Fearful,2972.wav
Happy,2973.wav
Sad,2974.wav
Suprised,2975.wav
Neutral,2976.wav
Happy,2977.wav
Angry,2978.wav
Angry,2979.wav
Happy,2980.wav
Sad,2981.wav
Angry,2982.wav
Sad,2983.wav
Angry,2984.wav
Disgusted,2985.wav
Neutral,2986.wav
Fearful,2987.wav
Disgusted,2988.wav
Happy,2989.wav
Neutral,2990.wav
Sad,2991.wav
Happy,2992.wav
Sad,2993.wav
Sad,2994.wav
Fearful,2995.wav
Sad,2996.wav
Disgusted,2997.wav
Disgusted,2998.wav
Sad,2999.wav
Neutral,3000.wav
Fearful,3001.wav
Disgusted,3002.wav
Neutral,3003.wav
Sad,3004.wav
Sad,3005.wav
Fearful,3006.wav
Neutral,3007.wav
Suprised,3008.wav
Angry,3009.wav
Happy,3010.wav
Disgusted,3011.wav
Sad,3012.wav
Angry,3013.wav
Disgusted,3014.wav
Angry,3015.wav
Fearful,3016.wav
Suprised,3017.wav
Neutral,3018.wav
Disgusted,3019.wav
Angry,3020.wav
Happy,3021.wav
Angry,3022.wav
Angry,3023.wav
Sad,3024.wav
Happy,3025.wav
Sad,3026.wav
Neutral,3027.wav
Angry,3028.wav
Sad,3029.wav
Sad,3030.wav
Neutral,3031.wav
Sad,3032.wav
Neutral,3033.wav
Angry,3034.wav
Suprised,3035.wav
Angry,3036.wav
Fearful,3037.wav
Sad,3038.wav
Disgusted,3039.wav
Angry,3040.wav
Happy,3041.wav
Neutral,3042.wav
Sad,3043.wav
Sad,3044.wav
Happy,3045.wav
Disgusted,3046.wav
Angry,3047.wav
Neutral,3048.wav
Happy,3049.wav
Angry,3050.wav
Fearful,3051.wav
Neutral,3052.wav
Happy,3053.wav
Sad,3054.wav
Fearful,3055.wav
Fearful,3056.wav
Neutral,3057.wav
Disgusted,3058.wav
Happy,3059.wav
Angry,3060.wav
Suprised,3061.wav
Suprised,3062.wav
Fearful,3063.wav
Disgusted,3064.wav
Angry,3065.wav
Disgusted,3066.wav
Neutral,3067.wav
Happy,3068.wav
Happy,3069.wav
Sad,3070.wav
Sad,3071.wav
Neutral,3072.wav
Neutral,3073.wav
Disgusted,3074.wav
Happy,3075.wav
Sad,3076.wav
Neutral,3077.wav
Disgusted,3078.wav
Sad,3079.wav
Neutral,3080.wav
Fearful,3081.wav
Sad,3082.wav
Happy,3083.wav
Disgusted,3084.wav
Fearful,3085.wav
Sad,3086.wav
Fearful,3087.wav
Neutral,3088.wav
Disgusted,3089.wav
Neutral,3090.wav
Angry,3091.wav
Happy,3092.wav
Happy,3093.wav
Fearful,3094.wav
Angry,3095.wav
Suprised,3096.wav
Angry,3097.wav
Fearful,3098.wav
Angry,3099.wav
Angry,3100.wav
Sad,3101.wav
Sad,3102.wav
Fearful,3103.wav
Disgusted,3104.wav
Happy,3105.wav
Sad,3106.wav
Sad,3107.wav
Fearful,3108.wav
Neutral,3109.wav
Neutral,3110.wav
Happy,3111.wav
Neutral,3112.wav
Fearful,3113.wav
Angry,3114.wav
Disgusted,3115.wav
Happy,3116.wav
Fearful,3117.wav
Neutral,3118.wav
Disgusted,3119.wav
Sad,3120.wav
Fearful,3121.wav
Sad,3122.wav
Disgusted,3123.wav
Angry,3124.wav
Angry,3125.wav
Neutral,3126.wav
Happy,3127.wav
Disgusted,3128.wav
Sad,3129.wav
Fearful,3130.wav
Sad,3131.wav
Disgusted,3132.wav
Neutral,3133.wav
Angry,3134.wav
Happy,3135.wav
Sad,3136.wav
Fearful,3137.wav
Fearful,3138.wav
Disgusted,3139.wav
Happy,3140.wav
Suprised,3141.wav
Disgusted,3142.wav
Sad,3143.wav
Sad,3144.wav
Fearful,3145.wav
Fearful,3146.wav
Angry,3147.wav
Angry,3148.wav
Disgusted,3149.wav
Happy,3150.wav
Sad,3151.wav
Neutral,3152.wav
Sad,3153.wav
Happy,3154.wav
Disgusted,3155.wav
Angry,3156.wav
Fearful,3157.wav
Neutral,3158.wav
Happy,3159.wav
Neutral,3160.wav
Happy,3161.wav
Sad,3162.wav
Happy,3163.wav
Happy,3164.wav
Neutral,3165.wav
Angry,3166.wav
Disgusted,3167.wav
Happy,3168.wav
Neutral,3169.wav
Disgusted,3170.wav
Angry,3171.wav
Disgusted,3172.wav
Fearful,3173.wav
Angry,3174.wav
Sad,3175.wav
Disgusted,3176.wav
Sad,3177.wav
Fearful,3178.wav
Suprised,3179.wav
Disgusted,3180.wav
Sad,3181.wav
Angry,3182.wav
Angry,3183.wav
Sad,3184.wav
Sad,3185.wav
Disgusted,3186.wav
Fearful,3187.wav
Angry,3188.wav
Fearful,3189.wav
Happy,3190.wav
Fearful,3191.wav
Fearful,3192.wav
Disgusted,3193.wav
Disgusted,3194.wav
Disgusted,3195.wav
Disgusted,3196.wav
Angry,3197.wav
Disgusted,3198.wav
Fearful,3199.wav
Disgusted,3200.wav
Neutral,3201.wav
Disgusted,3202.wav
Angry,3203.wav
Happy,3204.wav
Disgusted,3205.wav
Angry,3206.wav
Sad,3207.wav
Suprised,3208.wav
Sad,3209.wav
Sad,3210.wav
Angry,3211.wav
Sad,3212.wav
Fearful,3213.wav
Fearful,3214.wav
Happy,3215.wav
Happy,3216.wav
Happy,3217.wav
Neutral,3218.wav
Sad,3219.wav
Angry,3220.wav
Angry,3221.wav
Happy,3222.wav
Sad,3223.wav
Disgusted,3224.wav
Sad,3225.wav
Disgusted,3226.wav
Disgusted,3227.wav
Fearful,3228.wav
Fearful,3229.wav
Fearful,3230.wav
Angry,3231.wav
Fearful,3232.wav
Fearful,3233.wav
Neutral,3234.wav
Angry,3235.wav
Fearful,3236.wav
Happy,3237.wav
Fearful,3238.wav
Angry,3239.wav
Angry,3240.wav
Sad,3241.wav
Fearful,3242.wav
Sad,3243.wav
Disgusted,3244.wav
Fearful,3245.wav
Sad,3246.wav
Sad,3247.wav
Sad,3248.wav
Angry,3249.wav
Happy,3250.wav
Disgusted,3251.wav
Sad,3252.wav
Disgusted,3253.wav
Happy,3254.wav
Sad,3255.wav
Angry,3256.wav
Sad,3257.wav
Sad,3258.wav
Angry,3259.wav
Happy,3260.wav
Disgusted,3261.wav
Fearful,3262.wav
Angry,3263.wav
Angry,3264.wav
Sad,3265.wav
Fearful,3266.wav
Fearful,3267.wav
Disgusted,3268.wav
Disgusted,3269.wav
Happy,3270.wav
Neutral,3271.wav
Fearful,3272.wav
Disgusted,3273.wav
Fearful,3274.wav
Sad,3275.wav
Disgusted,3276.wav
Happy,3277.wav
Angry,3278.wav
Suprised,3279.wav
Disgusted,3280.wav
Disgusted,3281.wav
Happy,3282.wav
Fearful,3283.wav
Happy,3284.wav
Fearful,3285.wav
Disgusted,3286.wav
Angry,3287.wav
Fearful,3288.wav
Angry,3289.wav
Angry,3290.wav
Disgusted,3291.wav
Happy,3292.wav
Happy,3293.wav
Fearful,3294.wav
Disgusted,3295.wav
Happy,3296.wav
Fearful,3297.wav
Fearful,3298.wav
Neutral,3299.wav
Suprised,3300.wav
Happy,3301.wav
Disgusted,3302.wav
Disgusted,3303.wav
Angry,3304.wav
Disgusted,3305.wav
Happy,3306.wav
Sad,3307.wav
Disgusted,3308.wav
Fearful,3309.wav
Angry,3310.wav
Suprised,3311.wav
Sad,3312.wav
Suprised,3313.wav
Angry,3314.wav
Disgusted,3315.wav
Disgusted,3316.wav
Fearful,3317.wav
Disgusted,3318.wav
Happy,3319.wav
Neutral,3320.wav
Disgusted,3321.wav
Neutral,3322.wav
Happy,3323.wav
Fearful,3324.wav
Neutral,3325.wav
Disgusted,3326.wav
Sad,3327.wav
Happy,3328.wav
Disgusted,3329.wav
Angry,3330.wav
Disgusted,3331.wav
Disgusted,3332.wav
Fearful,3333.wav
Neutral,3334.wav
Angry,3335.wav
Sad,3336.wav
Sad,3337.wav
Neutral,3338.wav
Sad,3339.wav
Happy,3340.wav
Angry,3341.wav
Angry,3342.wav
Happy,3343.wav
Neutral,3344.wav
Fearful,3345.wav
Angry,3346.wav
Fearful,3347.wav
Sad,3348.wav
Disgusted,3349.wav
Neutral,3350.wav
Disgusted,3351.wav
Sad,3352.wav
Neutral,3353.wav
Disgusted,3354.wav
Angry,3355.wav
Happy,3356.wav
Fearful,3357.wav
Happy,3358.wav
Disgusted,3359.wav
Angry,3360.wav
Fearful,3361.wav
Fearful,3362.wav
Happy,3363.wav
Sad,3364.wav
Fearful,3365.wav
Neutral,3366.wav
Angry,3367.wav
Fearful,3368.wav
Happy,3369.wav
Fearful,3370.wav
Disgusted,3371.wav
Neutral,3372.wav
Sad,3373.wav
Disgusted,3374.wav
Angry,3375.wav
Sad,3376.wav
Angry,3377.wav
Neutral,3378.wav
Sad,3379.wav
Neutral,3380.wav
Happy,3381.wav
Disgusted,3382.wav
Neutral,3383.wav
Sad,3384.wav
Disgusted,3385.wav
Happy,3386.wav
Fearful,3387.wav
Happy,3388.wav
Sad,3389.wav
Angry,3390.wav
Sad,3391.wav
Disgusted,3392.wav
Angry,3393.wav
Sad,3394.wav
Happy,3395.wav
Neutral,3396.wav
Neutral,3397.wav
Fearful,3398.wav
Fearful,3399.wav
Angry,3400.wav
Happy,3401.wav
Sad,3402.wav
Neutral,3403.wav
Fearful,3404.wav
Happy,3405.wav
Angry,3406.wav
Sad,3407.wav
Fearful,3408.wav
Happy,3409.wav
Neutral,3410.wav
Happy,3411.wav
Angry,3412.wav
Fearful,3413.wav
Disgusted,3414.wav
Fearful,3415.wav
Sad,3416.wav
Happy,3417.wav
Happy,3418.wav
Disgusted,3419.wav
Fearful,3420.wav
Sad,3421.wav
Fearful,3422.wav
Sad,3423.wav
Angry,3424.wav
Fearful,3425.wav
Angry,3426.wav
Sad,3427.wav
Happy,3428.wav
Angry,3429.wav
Sad,3430.wav
Angry,3431.wav
Neutral,3432.wav
Happy,3433.wav
Suprised,3434.wav
Disgusted,3435.wav
Fearful,3436.wav
Sad,3437.wav
Disgusted,3438.wav
Disgusted,3439.wav
Happy,3440.wav
Fearful,3441.wav
Sad,3442.wav
Fearful,3443.wav
Angry,3444.wav
Angry,3445.wav
Sad,3446.wav
Happy,3447.wav
Angry,3448.wav
Sad,3449.wav
Suprised,3450.wav
Disgusted,3451.wav
Happy,3452.wav
Neutral,3453.wav
Disgusted,3454.wav
Happy,3455.wav
Neutral,3456.wav
Disgusted,3457.wav
Sad,3458.wav
Happy,3459.wav
Sad,3460.wav
Neutral,3461.wav
Disgusted,3462.wav
Neutral,3463.wav
Angry,3464.wav
Disgusted,3465.wav
Angry,3466.wav
Sad,3467.wav
Happy,3468.wav
Sad,3469.wav
Suprised,3470.wav
Angry,3471.wav
Disgusted,3472.wav
Disgusted,3473.wav
Neutral,3474.wav
Neutral,3475.wav
Suprised,3476.wav
Happy,3477.wav
Happy,3478.wav
Disgusted,3479.wav
Angry,3480.wav
Disgusted,3481.wav
Disgusted,3482.wav
Happy,3483.wav
Disgusted,3484.wav
Disgusted,3485.wav
Happy,3486.wav
Fearful,3487.wav
Angry,3488.wav
Fearful,3489.wav
Disgusted,3490.wav
Sad,3491.wav
Fearful,3492.wav
Sad,3493.wav
Happy,3494.wav
Angry,3495.wav
Angry,3496.wav
Disgusted,3497.wav
Fearful,3498.wav
Disgusted,3499.wav
Suprised,3500.wav
Disgusted,3501.wav
Fearful,3502.wav
Disgusted,3503.wav
Happy,3504.wav
Angry,3505.wav
Angry,3506.wav
Happy,3507.wav
Sad,3508.wav
Disgusted,3509.wav
Neutral,3510.wav
Sad,3511.wav
Fearful,3512.wav
Happy,3513.wav
Happy,3514.wav
Angry,3515.wav
Sad,3516.wav
Happy,3517.wav
Happy,3518.wav
Neutral,3519.wav
Neutral,3520.wav
Disgusted,3521.wav
Suprised,3522.wav
Neutral,3523.wav
Fearful,3524.wav
Fearful,3525.wav
Disgusted,3526.wav
Fearful,3527.wav
Happy,3528.wav
Happy,3529.wav
Disgusted,3530.wav
Fearful,3531.wav
Disgusted,3532.wav
Happy,3533.wav
Disgusted,3534.wav
Happy,3535.wav
Neutral,3536.wav
Sad,3537.wav
Angry,3538.wav
Sad,3539.wav
Angry,3540.wav
Sad,3541.wav
Disgusted,3542.wav
Fearful,3543.wav
Angry,3544.wav
Happy,3545.wav
Neutral,3546.wav
Disgusted,3547.wav
Happy,3548.wav
Disgusted,3549.wav
Happy,3550.wav
Happy,3551.wav
Fearful,3552.wav
Disgusted,3553.wav
Fearful,3554.wav
Happy,3555.wav
Sad,3556.wav
Neutral,3557.wav
Suprised,3558.wav
Neutral,3559.wav
Disgusted,3560.wav
Disgusted,3561.wav
Fearful,3562.wav
Disgusted,3563.wav
Happy,3564.wav
Sad,3565.wav
Neutral,3566.wav
Happy,3567.wav
Angry,3568.wav
Sad,3569.wav
Neutral,3570.wav
Neutral,3571.wav
Angry,3572.wav
Happy,3573.wav
Disgusted,3574.wav
Happy,3575.wav
Disgusted,3576.wav
Angry,3577.wav
Disgusted,3578.wav
Angry,3579.wav
Happy,3580.wav
Sad,3581.wav
Fearful,3582.wav
Neutral,3583.wav
Suprised,3584.wav
Angry,3585.wav
Sad,3586.wav
Happy,3587.wav
Fearful,3588.wav
Disgusted,3589.wav
Angry,3590.wav
Sad,3591.wav
Angry,3592.wav
Angry,3593.wav
Suprised,3594.wav
Happy,3595.wav
Angry,3596.wav
Happy,3597.wav
Fearful,3598.wav
Neutral,3599.wav
Neutral,3600.wav
Neutral,3601.wav
Fearful,3602.wav
Angry,3603.wav
Neutral,3604.wav
Angry,3605.wav
Disgusted,3606.wav
Fearful,3607.wav
Happy,3608.wav
Neutral,3609.wav
Neutral,3610.wav
Sad,3611.wav
Happy,3612.wav
Fearful,3613.wav
Disgusted,3614.wav
Disgusted,3615.wav
Happy,3616.wav
Sad,3617.wav
Neutral,3618.wav
Neutral,3619.wav
Angry,3620.wav
Angry,3621.wav
Neutral,3622.wav
Disgusted,3623.wav
Fearful,3624.wav
Fearful,3625.wav
Happy,3626.wav
Sad,3627.wav
Disgusted,3628.wav
Suprised,3629.wav
Fearful,3630.wav
Sad,3631.wav
Happy,3632.wav
Angry,3633.wav
Happy,3634.wav
Happy,3635.wav
Sad,3636.wav
Happy,3637.wav
Disgusted,3638.wav
Happy,3639.wav
Fearful,3640.wav
Neutral,3641.wav
Happy,3642.wav
Disgusted,3643.wav
Neutral,3644.wav
Disgusted,3645.wav
Disgusted,3646.wav
Fearful,3647.wav
Happy,3648.wav
Neutral,3649.wav
Disgusted,3650.wav
Angry,3651.wav
Suprised,3652.wav
Fearful,3653.wav
Sad,3654.wav
Neutral,3655.wav
Sad,3656.wav
Disgusted,3657.wav
Neutral,3658.wav
Disgusted,3659.wav
Fearful,3660.wav
Suprised,3661.wav
Disgusted,3662.wav
Happy,3663.wav
Disgusted,3664.wav
Disgusted,3665.wav
Neutral,3666.wav
Angry,3667.wav
Suprised,3668.wav
Neutral,3669.wav
Neutral,3670.wav
Fearful,3671.wav
Happy,3672.wav
Angry,3673.wav
Neutral,3674.wav
Sad,3675.wav
Angry,3676.wav
Angry,3677.wav
Disgusted,3678.wav
Angry,3679.wav
Fearful,3680.wav
Happy,3681.wav
Neutral,3682.wav
Neutral,3683.wav
Disgusted,3684.wav
Happy,3685.wav
Happy,3686.wav
Fearful,3687.wav
Sad,3688.wav
Happy,3689.wav
Fearful,3690.wav
Suprised,3691.wav
Angry,3692.wav
Neutral,3693.wav
Fearful,3694.wav
Neutral,3695.wav
Sad,3696.wav
Suprised,3697.wav
Angry,3698.wav
Sad,3699.wav
Neutral,3700.wav
Fearful,3701.wav
Sad,3702.wav
Disgusted,3703.wav
Neutral,3704.wav
Happy,3705.wav
Fearful,3706.wav
Happy,3707.wav
Fearful,3708.wav
Fearful,3709.wav
Neutral,3710.wav
Happy,3711.wav
Disgusted,3712.wav
Sad,3713.wav
Suprised,3714.wav
Angry,3715.wav
Angry,3716.wav
Disgusted,3717.wav
Sad,3718.wav
Angry,3719.wav
Suprised,3720.wav
Angry,3721.wav
Fearful,3722.wav
Happy,3723.wav
Sad,3724.wav
Disgusted,3725.wav
Happy,3726.wav
Happy,3727.wav
Fearful,3728.wav
Fearful,3729.wav
Fearful,3730.wav
Sad,3731.wav
Neutral,3732.wav
Fearful,3733.wav
Sad,3734.wav
Sad,3735.wav
Neutral,3736.wav
Angry,3737.wav
Angry,3738.wav
Happy,3739.wav
Suprised,3740.wav
Disgusted,3741.wav
Sad,3742.wav
Fearful,3743.wav
Sad,3744.wav
Neutral,3745.wav
Suprised,3746.wav
Sad,3747.wav
Angry,3748.wav
Sad,3749.wav
Sad,3750.wav
Fearful,3751.wav
Happy,3752.wav
Angry,3753.wav
Angry,3754.wav
Fearful,3755.wav
Happy,3756.wav
Happy,3757.wav
Suprised,3758.wav
Angry,3759.wav
Angry,3760.wav
Angry,3761.wav
Angry,3762.wav
Disgusted,3763.wav
Disgusted,3764.wav
Sad,3765.wav
Disgusted,3766.wav
Sad,3767.wav
Sad,3768.wav
Fearful,3769.wav
Disgusted,3770.wav
Neutral,3771.wav
Sad,3772.wav
Fearful,3773.wav
Neutral,3774.wav
Sad,3775.wav
Sad,3776.wav
Happy,3777.wav
Neutral,3778.wav
Fearful,3779.wav
Fearful,3780.wav
Neutral,3781.wav
Sad,3782.wav
Disgusted,3783.wav
Happy,3784.wav
Neutral,3785.wav
Disgusted,3786.wav
Happy,3787.wav
Happy,3788.wav
Happy,3789.wav
Sad,3790.wav
Angry,3791.wav
Disgusted,3792.wav
Angry,3793.wav
Happy,3794.wav
Angry,3795.wav
Happy,3796.wav
Neutral,3797.wav
Fearful,3798.wav
Neutral,3799.wav
Sad,3800.wav
Fearful,3801.wav
Fearful,3802.wav
Disgusted,3803.wav
Happy,3804.wav
Fearful,3805.wav
Fearful,3806.wav
Angry,3807.wav
Sad,3808.wav
Happy,3809.wav
Happy,3810.wav
Suprised,3811.wav
Angry,3812.wav
Happy,3813.wav
Angry,3814.wav
Happy,3815.wav
Sad,3816.wav
Fearful,3817.wav
Disgusted,3818.wav
Fearful,3819.wav
Fearful,3820.wav
Suprised,3821.wav
Fearful,3822.wav
Sad,3823.wav
Neutral,3824.wav
Suprised,3825.wav
Angry,3826.wav
Neutral,3827.wav
Fearful,3828.wav
Fearful,3829.wav
Neutral,3830.wav
Neutral,3831.wav
Neutral,3832.wav
Happy,3833.wav
Sad,3834.wav
Angry,3835.wav
Disgusted,3836.wav
Fearful,3837.wav
Happy,3838.wav
Suprised,3839.wav
Neutral,3840.wav
Happy,3841.wav
Sad,3842.wav
Fearful,3843.wav
Happy,3844.wav
Happy,3845.wav
Suprised,3846.wav
Angry,3847.wav
Sad,3848.wav
Suprised,3849.wav
Fearful,3850.wav
Fearful,3851.wav
Sad,3852.wav
Angry,3853.wav
Happy,3854.wav
Suprised,3855.wav
Angry,3856.wav
Angry,3857.wav
Disgusted,3858.wav
Disgusted,3859.wav
Neutral,3860.wav
Neutral,3861.wav
Angry,3862.wav
Sad,3863.wav
Fearful,3864.wav
Sad,3865.wav
Sad,3866.wav
Angry,3867.wav
Suprised,3868.wav
Suprised,3869.wav
Neutral,3870.wav
Happy,3871.wav
Sad,3872.wav
Fearful,3873.wav
Angry,3874.wav
Sad,3875.wav
Happy,3876.wav
Neutral,3877.wav
Neutral,3878.wav
Neutral,3879.wav
Angry,3880.wav
Disgusted,3881.wav
Disgusted,3882.wav
Fearful,3883.wav
Angry,3884.wav
Neutral,3885.wav
Neutral,3886.wav
Neutral,3887.wav
Sad,3888.wav
Sad,3889.wav
Happy,3890.wav
Angry,3891.wav
Disgusted,3892.wav
Happy,3893.wav
Fearful,3894.wav
Sad,3895.wav
Angry,3896.wav
Angry,3897.wav
Sad,3898.wav
Neutral,3899.wav
Happy,3900.wav
Suprised,3901.wav
Fearful,3902.wav
Disgusted,3903.wav
Sad,3904.wav
Sad,3905.wav
Disgusted,3906.wav
Sad,3907.wav
Angry,3908.wav
Sad,3909.wav
Sad,3910.wav
Disgusted,3911.wav
Sad,3912.wav
Angry,3913.wav
Angry,3914.wav
Happy,3915.wav
Happy,3916.wav
Neutral,3917.wav
Disgusted,3918.wav
Disgusted,3919.wav
Disgusted,3920.wav
Neutral,3921.wav
Sad,3922.wav
Sad,3923.wav
Sad,3924.wav
Happy,3925.wav
Fearful,3926.wav
Sad,3927.wav
Angry,3928.wav
Disgusted,3929.wav
Angry,3930.wav
Angry,3931.wav
Suprised,3932.wav
Angry,3933.wav
Disgusted,3934.wav
Fearful,3935.wav
Happy,3936.wav
Angry,3937.wav
Sad,3938.wav
Neutral,3939.wav
Happy,3940.wav
Happy,3941.wav
Angry,3942.wav
Sad,3943.wav
Happy,3944.wav
Happy,3945.wav
Neutral,3946.wav
Fearful,3947.wav
Fearful,3948.wav
Fearful,3949.wav
Happy,3950.wav
Angry,3951.wav
Sad,3952.wav
Angry,3953.wav
Sad,3954.wav
Disgusted,3955.wav
Suprised,3956.wav
Happy,3957.wav
Happy,3958.wav
Disgusted,3959.wav
Happy,3960.wav
Fearful,3961.wav
Fearful,3962.wav
Neutral,3963.wav
Happy,3964.wav
Angry,3965.wav
Neutral,3966.wav
Happy,3967.wav
Disgusted,3968.wav
Angry,3969.wav
Sad,3970.wav
Disgusted,3971.wav
Disgusted,3972.wav
Angry,3973.wav
Happy,3974.wav
Neutral,3975.wav
Sad,3976.wav
Happy,3977.wav
Sad,3978.wav
Fearful,3979.wav
Happy,3980.wav
Sad,3981.wav
Angry,3982.wav
Angry,3983.wav
Disgusted,3984.wav
Angry,3985.wav
Angry,3986.wav
Disgusted,3987.wav
Disgusted,3988.wav
Happy,3989.wav
Fearful,3990.wav
Neutral,3991.wav
Sad,3992.wav
Fearful,3993.wav
Sad,3994.wav
Happy,3995.wav
Sad,3996.wav
Disgusted,3997.wav
Fearful,3998.wav
Neutral,3999.wav
Happy,4000.wav
Happy,4001.wav
Disgusted,4002.wav
Neutral,4003.wav
Disgusted,4004.wav
Neutral,4005.wav
Happy,4006.wav
Happy,4007.wav
Disgusted,4008.wav
Angry,4009.wav
Fearful,4010.wav
Disgusted,4011.wav
Angry,4012.wav
Fearful,4013.wav
Happy,4014.wav
Sad,4015.wav
Neutral,4016.wav
Happy,4017.wav
Angry,4018.wav
Angry,4019.wav
Happy,4020.wav
Angry,4021.wav
Angry,4022.wav
Happy,4023.wav
Sad,4024.wav
Disgusted,4025.wav
Neutral,4026.wav
Sad,4027.wav
Neutral,4028.wav
Suprised,4029.wav
Sad,4030.wav
Angry,4031.wav
Angry,4032.wav
Angry,4033.wav
Neutral,4034.wav
Fearful,4035.wav
Neutral,4036.wav
